Address,Sold Price,Bedrooms,Bathrooms,Area (SqFt),House Age
"17027 Tennyson Pl, Granada Hills, CA 91344",1100000,4.0,3.0,2769.0,
"12142 Gerald Ave, Granada Hills, CA 91344",1300000,4.0,3.0,2622.0,
"16428 Londelius St, North Hills, CA 91343",950000,3.0,2.0,1958.0,
"17025 Labrador St, Northridge, CA 91325",1240000,4.0,3.0,2106.0,
"10718 Limerick Ave, Chatsworth, CA 91311",1320000,5.0,4.0,3061.0,
"9845 Encino Ave, Northridge, CA 91325",1170000,5.0,3.0,2360.0,
"9757 Reseda Blvd UNIT 71, Northridge, CA 91324",555000,2.0,3.0,1396.0,
"3556 Butler Ave, Los Angeles, CA 90066",1840000,3.0,2.0,2268.0,
"3273 Tilden Ave, Los Angeles, CA 90034",1450000,3.0,2.0,1301.0,
"3036 Glendon Ave, Los Angeles, CA 90034",3050000,4.0,5.0,3200.0,
"1801 S Shenandoah St, Los Angeles, CA 90035",1650000,2.0,2.0,1672.0,
"3535 Dunn Dr APT 106, Los Angeles, CA 90034",780000,2.0,3.0,1390.0,
"2349 S Beverly Glen Blvd UNIT 201, Los Angeles, CA 90064",760000,2.0,2.0,1157.0,
"10960 Ashton Ave APT 307, Los Angeles, CA 90024",514000,1.0,1.0,555.0,
"321 S San Vicente Blvd APT 103, Los Angeles, CA 90048",570000,2.0,2.0,1282.0,
"9662 Highridge Dr, Beverly Hills, CA 90210",2330000,4.0,3.0,2515.0,
"11645 Montana Ave APT 102, Los Angeles, CA 90049",630000,2.0,1.0,884.0,
"530 El Medio Ave, Pacific Palisades, CA 90272",1780000,,,,
"712 Muskingum Ave, Pacific Palisades, CA 90272",3000000,3.0,3.0,2053.0,
"641 Lachman Ln, Pacific Palisades, CA 90272",1650000,,,,
"916 Iliff St, Pacific Palisades, CA 90272",1910000,,,,
"920 Iliff St, Pacific Palisades, CA 90272",1910000,,,,
"3221 Elvido Dr, Los Angeles, CA 90049",3710000,4.0,4.0,3400.0,
"4250 9th Ave, Los Angeles, CA 90008",1100000,3.0,2.0,2105.0,
"1643 Leighton Ave, Los Angeles, CA 90062",670000,2.0,1.0,1214.0,
"1327 Exposition Blvd, Los Angeles, CA 90018",750000,2.0,2.0,848.0,
"2130 W 27th St, Los Angeles, CA 90018",1230000,3.0,2.0,1504.0,
"2145 S Orange Dr, Los Angeles, CA 90016",1030000,3.0,2.0,1424.0,
"1762 Glendale Blvd, Los Angeles, CA 90026",1050000,3.0,3.0,1943.0,
"1743 Griffith Park Blvd, Los Angeles, CA 90026",1200000,2.0,2.0,1109.0,
"3349 Wood Ter, Los Angeles, CA 90027",1230000,3.0,2.0,1715.0,
"2306 Elmgrove St, Los Angeles, CA 90031",760000,4.0,1.0,1178.0,
"625 Isabel St, Los Angeles, CA 90065",1590000,4.0,3.0,2265.0,
"4129 Marmion Way, Los Angeles, CA 90065",910000,2.0,2.0,942.0,
"301 S Avenue 55, Los Angeles, CA 90042",1050000,5.0,3.0,2011.0,
"1032 Glen Arbor Ave, Los Angeles, CA 90041",1310000,3.0,2.0,1222.0,
"166 N Citrus Ave, Los Angeles, CA 90036",2220000,3.0,3.0,2138.0,
"745 N Croft Ave, Los Angeles, CA 90069",1900000,4.0,2.0,2852.0,
"1615 N Laurel Ave APT 211, Los Angeles, CA 90046",600000,1.0,1.0,855.0,
"2620 Rutherford Dr, Los Angeles, CA 90068",1500000,3.0,2.0,1713.0,
"4343 Finley Ave APT 36, Los Angeles, CA 90027",870000,2.0,2.0,1207.0,
"223 E 83rd St, Los Angeles, CA 90003",790000,3.0,3.0,1187.0,
"629 E 93rd St, Los Angeles, CA 90002",655000,3.0,2.0,1216.0,
"407 W 107th St, Los Angeles, CA 90003",930000,5.0,4.0,2251.0,
"2433 S Gaffey St, San Pedro, CA 90731",660000,2.0,3.0,1309.0,
"624 W 38th St, San Pedro, CA 90731",1490000,4.0,4.0,1944.0,
"2209 W 25th St UNIT 2, Los Angeles, CA 90732",1150000,2.0,2.0,1754.0,
"22939 Lull St, Canoga Park, CA 91304",1050000,4.0,2.0,1939.0,
"821 S Gramercy Pl #3, Los Angeles, CA 90005",832000,3.0,3.0,1636.0,
"20075 Pienza Ln, Northridge, CA 91326",4400,4.0,3.0,1563.0,
"13045 Pacific Promenade UNIT 337, Playa Vista, CA 90094",630000,1.0,1.0,581.0,
"1700 Sawtelle Blvd APT 115, Los Angeles, CA 90025",951313,1.0,3.0,1177.0,
"1029 S Hobart Blvd APT 203, Los Angeles, CA 90006",695000,2.0,2.0,1200.0,
"2268 W 14th St, Los Angeles, CA 90006",4700000,1.0,47.0,26096.0,
"201 Furness Ave, Los Angeles, CA 90042",25000,,,,
"1121-1123 E Opp St, Wilmington, CA 90744",1070000,7.0,6.0,2764.0,
"7137 Greeley St #2, Tujunga, CA 91042",2200,2.0,1.0,850.0,
"321 S Oxford Ave #307, Los Angeles, CA 90010",970000,3.0,2.0,1528.0,
"5938 Buffalo Ave #13, Van Nuys, CA 91401",1460000,,,,
"2229 S Beverly Dr, Los Angeles, CA 90034",2150000,2.0,2.0,1994.0,
"4731 S La Villa Marina #F, Marina Del Rey, CA 90292",1070000,2.0,3.0,1582.0,
"411 S Hamel Rd #104, Los Angeles, CA 90048",1730000,2.0,3.0,1823.0,
"3245 W Avenue 32, Los Angeles, CA 90065",4110000,24.0,24.0,11966.0,
"2460 N Eastern Ave, Los Angeles, CA 90032",2310000,28.0,14.0,11570.0,
"6445 Neddy Ave, West Hills, CA 91307",1250000,4.0,4.0,2252.0,
"5700 Fairhaven Ave, Woodland Hills, CA 91367",1340000,3.0,6.0,2841.0,
"4883 Excelente Dr, Woodland Hills, CA 91364",1620000,3.0,2.0,2327.0,
"4630 Dunas Ln, Tarzana, CA 91356",1250000,3.0,2.0,1553.0,
"7752 Ostrom Ave, Van Nuys, CA 91406",850000,3.0,2.0,1342.0,
"15405 Covello St, Van Nuys, CA 91406",910000,4.0,4.0,1600.0,
"5834 Costello Ave, Van Nuys, CA 91401",1430000,4.0,3.0,2170.0,
"4949 Genesta Ave UNIT 102, Encino, CA 91316",780000,3.0,3.0,1811.0,
"7931 Vantage Ave, North Hollywood, CA 91605",892000,3.0,2.0,1315.0,
"3949 Dixie Canyon Ave, Sherman Oaks, CA 91423",5250000,6.0,6.0,4696.0,
"10518 Sunland Blvd UNIT 7, Sunland, CA 91040",555000,2.0,2.0,1072.0,
"7719 Jayseel St, Tujunga, CA 91042",820000,3.0,2.0,1257.0,
"16001 Circle Diamond Rd, Sylmar, CA 91342",890347,4.0,3.0,2114.0,
"19533 Rinaldi St UNIT 48, Porter Ranch, CA 91326",575000,3.0,2.0,1036.0,
"19455 Eagle Ridge Ln, Porter Ranch, CA 91326",762500,2.0,3.0,1787.0,
"10043 Donna Ave, Northridge, CA 91324",1600000,6.0,4.0,3913.0,
"401 Campdell St, Playa Del Rey, CA 90293",1480000,3.0,3.0,1178.0,
"3624 Westwood Blvd APT 102, Los Angeles, CA 90034",749000,3.0,3.0,1218.0,
"2869 Anchor Ave, Los Angeles, CA 90064",1860000,3.0,2.0,1725.0,
"10535 Wilshire Blvd APT 410, Los Angeles, CA 90024",650000,2.0,2.0,1088.0,
"2293 Stratford Cir, Los Angeles, CA 90077",5300000,6.0,9.0,7559.0,
"2107 Coldwater Canyon Dr, Beverly Hills, CA 90210",2700000,3.0,3.0,2395.0,
"585 Lorna Ln, Los Angeles, CA 90049",4150000,3.0,3.0,2700.0,
"11755 Montana Ave APT 308, Los Angeles, CA 90049",1030000,2.0,2.0,1438.0,
"639 S Bundy Dr, Los Angeles, CA 90049",2500000,3.0,3.0,2519.0,
"1143 Kagawa St, Pacific Palisades, CA 90272",1750000,,,,
"1046 Fiske St, Pacific Palisades, CA 90272",1460000,,,,
"17130 Avenida De La Herradura, Pacific Palisades, CA 90272",900000,,,,
"16814 Calle Bellevista, Pacific Palisades, CA 90272",1150000,,,,
"732 W 41st Dr, Los Angeles, CA 90037",540750,5.0,3.0,2760.0,
"3907 S Bronson Ave, Los Angeles, CA 90008",867500,2.0,2.0,1420.0,
"2700 S Palm Grove Ave, Los Angeles, CA 90016",1280000,5.0,4.0,2131.0,
"247 S Benton Way, Los Angeles, CA 90057",800000,3.0,2.0,1210.0,
"4559 E Rose Hill Dr, Los Angeles, CA 90032",1650000,4.0,3.0,1805.0,
"3703 Harriman Ave, Los Angeles, CA 90032",1150000,3.0,2.0,1991.0,
"5269 Huntington Dr N, Los Angeles, CA 90032",638000,3.0,,1388.0,
"4139 Camero Ave, Los Angeles, CA 90027",1680000,3.0,3.0,2010.0,
"2117 Redrock Ct, Los Angeles, CA 90039",3100000,4.0,5.0,3085.0,
"3315 Griffith Park Blvd APT 309, Los Angeles, CA 90027",910000,2.0,2.0,1438.0,
"3029 Isabel Dr, Los Angeles, CA 90065",1900000,3.0,3.0,1577.0,
"5244 Hub St, Los Angeles, CA 90042",1450000,6.0,3.0,2920.0,
"535 N Sierra Bonita Ave, Los Angeles, CA 90036",2700000,5.0,6.0,2725.0,
"740 N Kings Rd APT 205, Los Angeles, CA 90069",555000,1.0,1.0,880.0,
"1231 Hilldale Ave, Los Angeles, CA 90069",3400000,2.0,2.0,2015.0,
"2101 W 76th St, Los Angeles, CA 90047",1050000,5.0,5.0,2178.0,
"1014 W 185th St, Gardena, CA 90248",760000,3.0,2.0,1504.0,
"2220 S Pacific Ave, San Pedro, CA 90731",960000,6.0,4.0,4140.0,
"2708 S Carolina St, San Pedro, CA 90731",750000,3.0,2.0,1860.0,
"7723 Capistrano Ave, West Hills, CA 91304",800000,3.0,2.0,1570.0,
"1935 Wollam St, Los Angeles, CA 90065",1230000,4.0,3.0,1532.0,
"4541 Colfax Ave #102, Studio City, CA 91602",939000,3.0,3.0,1697.0,
"9712 Pine Orchard St, Pacoima, CA 91331",770000,4.0,3.0,2061.0,
"409 W 22nd St, San Pedro, CA 90731",1400000,8.0,8.0,6496.0,
"3406 Garden Ave, Los Angeles, CA 90039",1730000,12.0,9.0,5963.0,
"4567 Pickford St, Los Angeles, CA 90019",1650000,16.0,12.0,5817.0,
"20761 Liana Ct, Porter Ranch, CA 91326",1920000,6.0,6.0,3828.0,
"7513 S Cimarron St, Los Angeles, CA 90047",1050000,5.0,5.0,2178.0,
"839 S Wilton Pl, Los Angeles, CA 90005",4650000,15.0,40.0,27118.0,
"4321 Saugus Ave, Sherman Oaks, CA 91403",3110000,16.0,16.0,11010.0,
"10962 Wescott Ave, Sunland, CA 91040",870000,3.0,2.0,1199.0,
"430 W 19th St, San Pedro, CA 90731",829000,4.0,2.0,1516.0,
"3521 W 60th St, Los Angeles, CA 90043",925000,3.0,3.0,1422.0,
"8140 Calabar Ave, Playa Del Rey, CA 90293",1750000,4.0,3.0,3346.0,
"13573 Gladstone Ave, Sylmar, CA 91342",1080000,3.0,3.0,3000.0,
"22845 Leonora Dr, Woodland Hills, CA 91367",845000,2.0,1.0,1002.0,
"5347 Hinton Ave, Woodland Hills, CA 91367",1920000,5.0,4.0,3271.0,
"4801 Excelente Dr, Woodland Hills, CA 91364",1280000,3.0,3.0,1798.0,
"22954 Darien St, Woodland Hills, CA 91364",1760000,5.0,3.0,3156.0,
"8243 Burton Pl, Reseda, CA 91335",885000,4.0,2.0,1192.0,
"8115 Etiwanda Ave, Reseda, CA 91335",910000,4.0,3.0,1535.0,
"18203 Arminta St, Reseda, CA 91335",1400000,5.0,3.0,1777.0,
"21045 Blythe St, Canoga Park, CA 91304",755000,3.0,2.0,1393.0,
"19355 Sherman Way UNIT 41, Reseda, CA 91335",538000,2.0,3.0,1448.0,
"6838 Yarmouth Ave, Reseda, CA 91335",769000,2.0,1.0,900.0,
"22239 1/4 Erwin St, Los Angeles, CA 91367",586000,2.0,2.0,1416.0,
"21535 Erwin St UNIT 117, Woodland Hills, CA 91367",563000,2.0,2.0,1240.0,
"20556 Califa St, Woodland Hills, CA 91367",1930000,4.0,4.0,2550.0,
"18711 Miranda St, Tarzana, CA 91356",1150000,5.0,4.0,2993.0,
"5400 Lindley Ave UNIT 117, Encino, CA 91316",445000,2.0,2.0,1043.0,
"5118 Cerrillos Dr, Woodland Hills, CA 91364",2290000,5.0,5.0,4000.0,
"14844 Lull St, Van Nuys, CA 91405",899900,4.0,3.0,1710.0,
"7013 Willis Ave, Van Nuys, CA 91405",675000,2.0,1.0,814.0,
"14914 Hamlin St APT 105, Van Nuys, CA 91411",420000,2.0,2.0,930.0,
"14330 Killion St, Van Nuys, CA 91401",1300000,4.0,3.0,2360.0,
"15202 Weddington St, Van Nuys, CA 91411",1650000,3.0,3.0,1676.0,
"4841 Swinton Ave, Encino, CA 91436",1560000,4.0,3.0,2200.0,
"14745 Hartsook St, Sherman Oaks, CA 91403",1420000,5.0,3.0,2590.0,
"3532 Beverly Glen Blvd, Sherman Oaks, CA 91423",2069999,3.0,3.0,1953.0,
"12703 Welby Way, North Hollywood, CA 91606",822000,4.0,1.0,1296.0,
"7103 Van Noord Ave, North Hollywood, CA 91605",950000,4.0,3.0,2067.0,
"5748 Hillview Park Ave, Van Nuys, CA 91401",2340000,6.0,4.0,4180.0,
"5258 Irvine Ave, North Hollywood, CA 91601",1030000,3.0,2.0,1672.0,
"5325 Cleon Ave, North Hollywood, CA 91601",910000,4.0,4.0,2352.0,
"14158 Paddock St, Sylmar, CA 91342",630000,3.0,2.0,1410.0,
"12573 Bradley Ave UNIT 1, Sylmar, CA 91342",359000,1.0,1.0,686.0,
"14043 Aztec St, Sylmar, CA 91342",750000,2.0,1.0,702.0,
"8220 Owens St, Sunland, CA 91040",905000,3.0,2.0,1231.0,
"13901 Emir Ave, Sylmar, CA 91342",1150000,4.0,3.0,2451.0,
"12716 Goethe Pl, Granada Hills, CA 91344",1100000,5.0,3.0,2181.0,
"11340 Rincon Ave, San Fernando, CA 91340",615000,3.0,2.0,865.0,
"13773 Wingo St, Pacoima, CA 91331",700000,3.0,2.0,1600.0,
"9601 Woodman Ave APT 8, Pacoima, CA 91331",545000,3.0,2.0,1145.0,
"14900 Blackhawk St, Mission Hills, CA 91345",888000,4.0,2.0,1833.0,
"14712 Hiawatha St, Mission Hills, CA 91345",825000,3.0,2.0,1264.0,
"15058 Providence Ln, North Hills, CA 91343",715000,3.0,3.0,1919.0,
"15714 San Jose St, Granada Hills, CA 91344",800000,3.0,4.0,1681.0,
"11012 Montgomery Ave, Granada Hills, CA 91344",1090000,5.0,3.0,1960.0,
"16330 San Fernando Mission Blvd, Granada Hills, CA 91344",745000,4.0,2.0,2167.0,
"8840 Valjean Ave, North Hills, CA 91343",1500000,5.0,5.0,2631.0,
"10217 Amestoy Ave, Northridge, CA 91325",1050000,3.0,2.0,1908.0,
"22211 Frontier Pl, Chatsworth, CA 91311",605000,2.0,3.0,1365.0,
"22100 Acorn St, Chatsworth, CA 91311",1120000,4.0,3.0,2789.0,
"10127 Hanna Ave, Chatsworth, CA 91311",1000000,4.0,3.0,2084.0,
"19416 Kinzie St, Northridge, CA 91324",1400000,5.0,3.0,3092.0,
"19945 Labrador St, Chatsworth, CA 91311",1120000,5.0,4.0,2527.0,
"11453 Porter Valley Dr, Porter Ranch, CA 91326",300000,3.0,2.0,1857.0,
"11721 Killimore Ave, Porter Ranch, CA 91326",1370000,5.0,4.0,2860.0,
"8162 Manitoba St UNIT 303, Playa Del Rey, CA 90293",750000,2.0,2.0,1004.0,
"12030 Hammack St, Los Angeles, CA 90230",1300000,3.0,2.0,1776.0,
"1702 Abbot Kinney Blvd, Venice, CA 90291",1440000,4.0,2.0,1867.0,
"1510 Electric Ave, Venice, CA 90291",2330000,5.0,4.0,2438.0,
"1410 Federal Ave, Los Angeles, CA 90025",1230000,3.0,3.0,2082.0,
"9120 Gibson St, Los Angeles, CA 90034",1500000,3.0,2.0,1440.0,
"1545 S Beverly Dr APT 101, Los Angeles, CA 90035",1380000,4.0,4.0,2595.0,
"3743 S Canfield Ave APT 303, Los Angeles, CA 90034",865000,2.0,3.0,1359.0,
"3123 Earlmar Dr, Los Angeles, CA 90064",2850000,4.0,3.0,2907.0,
"10750 Wilshire Blvd APT 503, Los Angeles, CA 90024",1220000,2.0,3.0,1733.0,
"1617 S Beverly Glen Blvd APT 301, Los Angeles, CA 90024",1200000,2.0,2.0,1635.0,
"400 S Bentley Ave, Los Angeles, CA 90049",2400000,3.0,3.0,2319.0,
"10412 Hebron Ln, Los Angeles, CA 90077",1600000,3.0,2.0,2185.0,
"15515 Hamner Dr, Los Angeles, CA 90077",2600000,4.0,3.0,2832.0,
"11750 W Sunset Blvd APT 214, Los Angeles, CA 90049",378946,1.0,1.0,749.0,
"13716 W Sunset Blvd, Pacific Palisades, CA 90272",3570000,4.0,5.0,3393.0,
"735 Ocampo Dr, Pacific Palisades, CA 90272",4500000,,,,
"417 Puerto Del Mar, Pacific Palisades, CA 90272",1350000,4.0,2.0,1852.0,
"652 Jacon Way, Pacific Palisades, CA 90272",1290000,,,,
"16541 Akron St, Pacific Palisades, CA 90272",1130000,,,,
"1325 Chautauqua Blvd, Pacific Palisades, CA 90272",1000000,4.0,6.0,6239.0,
"15021 Bestor Blvd, Pacific Palisades, CA 90272",2530000,,,,
"16670 Via Pacifica, Pacific Palisades, CA 90272",1450000,,,,
"820 W 50th St, Los Angeles, CA 90037",680000,3.0,2.0,1422.0,
"1323 W 41st Pl, Los Angeles, CA 90037",650000,3.0,1.0,1626.0,
"2444 Exposition Pl, Los Angeles, CA 90018",1170000,3.0,2.0,1867.0,
"1525 S Sierra Bonita Ave, Los Angeles, CA 90019",1050000,2.0,1.0,1028.0,
"727 S Ardmore Ave APT 106, Los Angeles, CA 90005",670000,2.0,2.0,1290.0,
"733 E 49th St, Los Angeles, CA 90011",665000,5.0,2.0,1582.0,
"2857 Cincinnati St, Los Angeles, CA 90033",500000,4.0,4.0,3884.0,
"214 N Mott St, Los Angeles, CA 90033",585000,3.0,2.0,784.0,
"2021 N Hicks Ave, Los Angeles, CA 90032",500000,2.0,1.0,984.0,
"4499 Via Marisol APT 327, Los Angeles, CA 90042",450000,2.0,2.0,1048.0,
"1323 Lilac Ter, Los Angeles, CA 90026",1740000,7.0,7.0,3667.0,
"(undisclosed Address), Los Angeles, CA 90027",1010000,2.0,2.0,1573.0,
"949 Mayo St, Los Angeles, CA 90042",1200000,3.0,2.0,1517.0,
"1123 N Alexandria Ave, Los Angeles, CA 90029",300000,7.0,6.0,3488.0,
"1154 N Heliotrope Dr, Los Angeles, CA 90029",935000,,,,
"8162 Kirkwood Dr, Los Angeles, CA 90046",1750000,3.0,2.0,2030.0,
"8466 Brier Dr, Los Angeles, CA 90046",2870000,3.0,4.0,2043.0,
"2000 Davies Way, Los Angeles, CA 90046",2000000,3.0,2.0,1668.0,
"3144 Nichols Canyon Rd, Los Angeles, CA 90046",2990000,4.0,3.0,2440.0,
"5218 Mount Royal Dr, Los Angeles, CA 90041",2340000,5.0,3.0,2795.0,
"832 W 95th St, Los Angeles, CA 90044",710000,3.0,3.0,1374.0,
"639 E 105th St, Los Angeles, CA 90002",425000,2.0,1.0,854.0,
"10448 W Zamora Ave, Los Angeles, CA 90002",681000,3.0,3.0,1518.0,
"515 W Gardena Blvd UNIT 83, Gardena, CA 90248",580000,3.0,2.0,1235.0,
"1614 Amelia Ave, San Pedro, CA 90731",1450000,4.0,3.0,2413.0,
"2269 Stonewood Ct, San Pedro, CA 90732",730000,2.0,3.0,1351.0,
"2129 W 25th St UNIT 2, Los Angeles, CA 90732",1130000,3.0,3.0,2678.0,
"1948 Malcolm Ave APT 402, Los Angeles, CA 90025",1210000,2.0,2.0,1517.0,
"13080 Pacific Promenade APT 302, Playa Vista, CA 90094",1310000,2.0,3.0,1652.0,
"914 5th Ave, Venice, CA 90291",1500000,3.0,2.0,1265.0,
"6241 Crescent Park W UNIT 109, Playa Vista, CA 90094",1940000,3.0,3.0,2140.0,
"460 S Spring St APT 302, Los Angeles, CA 90013",410000,1.0,1.0,720.0,
"3750 Santa Rosalia Dr APT 614, Los Angeles, CA 90008",675000,3.0,2.0,1570.0,
"2020 N Holly Dr #9, Los Angeles, CA 90068",1000000,3.0,3.0,1630.0,
"811 S Bedford St APT 304, Los Angeles, CA 90035",870000,2.0,2.0,1435.0,
"13545 Village Ln, Sylmar, CA 91342",799999,4.0,3.0,2094.0,
"900 S Westgate Ave APT 201, Los Angeles, CA 90049",1560000,3.0,3.0,1672.0,
"4080 Glencoe Ave UNIT 312, Marina Del Rey, CA 90292",1400000,2.0,2.0,1672.0,
"11312 Huston St #8, North Hollywood, CA 91601",3395,3.0,3.0,1320.0,
"1416 E Cesar E Chavez Ave, Los Angeles, CA 90033",530000,2.0,5.0,1535.0,
"24425 Woolsey Canyon Rd SPACE 85, Canoga Park, CA 91304",145000,2.0,2.0,1056.0,
"877 S Francisco St #523, Los Angeles, CA 90017",360000,0.0,1.0,482.0,
"859 Hyperion Ave, Los Angeles, CA 90029",1380000,3.0,4.0,2020.0,
"108 W 2nd St APT 906, Los Angeles, CA 90012",678000,0.0,1.0,1200.0,
